,Unnamed: 0,User Name,Status,Received,Complete,Decision,Type,Sent,grant,GPA,LSAT_x,Last Updated,Year,Law School,match,rank_2018,Tuition,FT Enrollment,Location,threshold,rank_2012,rank_2013,rank_2014,rank_2015,score 2012,score 2013,score 2014,score 2015,score 2009,score 2010,score 2011,rank_2009,rank_2010,rank_2011,rank_2000,rank_2001,rank_2002,rank_2003,rank_2004,rank_2005,rank_2006,rank_2007,rank_2008,rank_1987,rank_1990,rank_1991,rank_1992,rank_1993,rank_1994,rank_1995,rank_1996,rank_1997,rank_1998,rank_1999,Status_Final,Defer,Waitlist,Attend,Withdraw,Part Time,Sent_delta,Decision_delta,Waitlisted,Accepted,Pending,Rejected,ED,SP,grant yes,Attend Reported,Status_Final Reported,unranked,rank_cross,ED_school,ED_cross,SP_school,SP_cross,index,Major,Degree GPA,LSAT 2,LSAT 3,LSAT 1,LSDAS GPA,LSAT,Gender,State,Race2,Years out of Undergrad,group,public,college rank,tuition,groups,social sciences,arts & humanities,business & management,natural sciences,engineering,health professions,other,Athletic/Varsity,Community/Volunteer,Greek,Leadership,Legal Internship,Legal Work Experience,Military,Non-legal Internship,Non-legal Work Experience,Overseas,Strong Letters,Student Societies,EC at all,national_univ,national_lac,midwest_univ,western_univ,north_univ,hbcu,south_univ,western_college,midwest_college,south_college,eng_nodoctorate,north_college,Female,Male,south,west,northeast,midwest,1-2 Years,3-4 Years,In Undergrad,5-9 Years,10+ Years,white,asian and pacific islander,african,"Mixed, probably not urm",hispanic,mexican,puerto rican,Native American or alaskan,neutral,positive,bad,foreign,bad_school,Gender copy,major sum,stem & others,Ranked Nationally,Ranked Regionally,Described Positively,Described Negatively,Described Neutrally,College types reported,rank_2010_cp,unranked_2010,National top 5,National top 6-20,National top 21-50,National below 51,Law unranked,Law top 14,Law top 15-50,Law below 51,minority
42282,42282,4cat100,Waitlisted  ,2007-01-05,2007-02-26,2007-03-21,,2007-01-04,,3.67,162.0,about 10 years,2006,Washington and Lee University,Washington and Lee University F,28.0,"$47,437per year (full-time)",329,"Lexington, VA",Washington and Lee U,32.0,24.5,26.5,43.5,64.0,68.0,26.5,52.0,62.0,62.0,62.0,25.0,32.0,35.5,20.0,20.5,19.5,19.5,24.5,22.5,23.5,26.0,25.0,,24.5,,,,23.0,21.0,20.0,20.5,19.0,20.0,2,0,1,0,-1,0,125.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,23.5,0.0,0.0,0.0,0.0,5030,poli sci $ law $ society,3.62,,,162.0,3.67,162.0,0.0,california,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42284,42284,4cat100,Accepted  ,2007-01-05,2007-01-23,2007-03-23,,2006-12-24,,3.67,162.0,about 10 years,2006,University of Arizona (Rogers),University of Arizona F,48.0,"$25,525per year (in-state, full-time); $30,025per year (out-of-state, full-time)",364.0,"Tucson, AZ",U Arizona,44.0,43.0,39.0,40.5,59.0,60.0,56.0,55.0,56.0,57.0,59.0,39.5,43.5,44.0,38.5,41.5,41.0,44.0,44.5,43.5,46.0,44.5,39.5,,,,,,31.0,30.5,50.5,40.0,40.0,37.5,3,0,0,0,-1,0,114.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,46.0,1.0,0.0,0.0,0.0,5030,poli sci $ law $ society,3.62,,,162.0,3.67,162.0,0.0,california,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,43.5,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42285,42285,4cat100,Accepted  ,2007-01-16,2007-01-25,2007-04-03,,2006-12-24,,3.67,162.0,about 10 years,2006,University of Colorado Boulder,University of Colorado Boulder F,36.0,"$31,831per year (in-state, full-time); $38,623per year (out-of-state, full-time)",523,"Boulder, CO",U Colorado Boulder,48.0,45.0,44.5,43.5,56.0,59.0,54.0,52.0,58.0,56.0,60.0,33.5,46.5,39.5,45.0,38.5,41.0,41.5,51.0,48.0,46.0,39.5,33.5,,,,,,35.0,47.0,39.0,30.0,46.0,45.0,3,0,0,0,-1,0,114.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,46.0,0.0,0.0,0.0,0.0,5030,poli sci $ law $ society,3.62,,,162.0,3.67,162.0,0.0,california,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46.5,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42286,42286,4cat100,Accepted  ,2007-02-05,2007-02-15,2007-03-06,,2007-02-03,36000.0,3.67,162.0,about 10 years,2006,Temple University (Beasley),Temple University F,53.0,"$24,786per year (in-state, full-time); $37,500per year (out-of-state, full-time)",534,"Philadelphia, PA",Temple U,63.5,59.5,56.5,62.0,50.0,52.0,47.0,45.0,48.0,48.0,47.0,60.5,67.5,74.5,,,,66.0,60.5,66.5,58.5,62.5,60.5,,,,,,,,,,,,3,0,0,0,-1,0,155.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,58.5,0.0,0.0,0.0,0.0,5030,poli sci $ law $ society,3.62,,,162.0,3.67,162.0,0.0,california,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42287,42287,4cat100,Accepted  ,2006-12-28,2007-02-26,2007-02-15,,2006-12-28,,3.67,162.0,about 10 years,2006,University of Connecticut,University of Connecticut F,54.0,"$28,634per year (in-state, full-time); $58,802per year (out-of-state, full-time)",287,"Hartford, CT",U Connecticut,57.5,63.0,59.0,55.5,52.0,51.0,46.0,47.0,53.0,52.0,52.0,48.0,53.0,54.5,41.5,44.0,43.5,41.5,44.5,50.0,50.0,48.5,48.0,,,,,,41.0,46.0,38.0,32.0,48.5,41.0,3,0,0,0,-1,0,118.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,50.0,0.0,0.0,0.0,0.0,5030,poli sci $ law $ society,3.62,,,162.0,3.67,162.0,0.0,california,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42288,42288,4cat100,Accepted  ,2006-12-30,2007-02-09,2007-03-06,,2006-12-30,25500.0,3.67,162.0,about 10 years,2006,Northeastern University,Northeastern University F,65.0,"$47,790per year (full-time)",486,"Boston, MA",Northeastern U,73.5,77.0,87.0,96.5,48.0,47.0,40.0,37.0,41.0,42.0,44.0,91.0,95.0,88.5,,,,89.5,79.0,87.0,89.5,87.5,91.0,,,,,,,,,,,,3,0,0,0,-1,0,120.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,89.5,0.0,0.0,0.0,0.0,5030,poli sci $ law $ society,3.62,,,162.0,3.67,162.0,0.0,california,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,95.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42289,42289,4cat100,Accepted  ,2007-01-03,2007-02-26,2007-01-30,,2006-12-30,45000.0,3.67,162.0,about 10 years,2006,University of the Pacific (McGeorge),University of the Pacific F,142.0,"$49,820per year (full-time)",357,"Sacramento, CA",U Pacific,102.0,103.0,124.0,146.5,43.0,41.0,30.0,24.0,40.0,-3.0,42.0,96.5,101.5,96.0,,,,,,92.0,98.5,102.0,96.5,,,,,,,,,,,,3,0,0,0,-1,0,120.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,98.5,1.0,0.0,0.0,0.0,5030,poli sci $ law $ society,3.62,,,162.0,3.67,162.0,0.0,california,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,101.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42290,42290,4cat100,Accepted  ,2007-01-04,2007-01-18,2007-02-23,,2006-12-29,21000.0,3.67,162.0,about 10 years,2006,University of Oregon,University of Oregon F,86.0,"$32,474per year (in-state, full-time); $40,394per year (out-of-state, full-time)",334,"Eugene, OR",U Oregon,81.0,85.0,94.5,101.5,46.0,45.0,38.0,36.0,42.0,45.0,45.0,84.5,80.5,82.5,,,,80.5,74.0,70.5,73.0,83.0,84.5,,,,,,,,,,,,3,0,0,0,-1,0,119.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,73.0,0.0,0.0,0.0,0.0,5030,poli sci $ law $ society,3.62,,,162.0,3.67,162.0,0.0,california,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42291,42291,4cat100,Accepted  ,2006-12-22,2007-01-18,2007-01-23,,2006-12-22,102750.0,3.67,162.0,about 10 years,2006,Chapman University (Fowler),Chapman University F,134.0,"$50,178per year (full-time)",453.0,"Orange, CA",Chapman U,105.0,11.0,128.0,142.0,42.0,38.0,29.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,-1,0,112.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,1.0,,0.0,0.0,0.0,0.0,5030,poli sci $ law $ society,3.62,,,162.0,3.67,162.0,0.0,california,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,,,,1.0,0.0,0.0,0.0,0.0
42292,42292,4cat100,Accepted  A,2007-01-11,2007-02-01,2007-02-14,,2007-01-07,,3.67,162.0,about 10 years,2006,University of California (Hastings),University of California Hastings,54.0,"$44,218per year (in-state, full-time); $50,218per year (out-of-state, full-time)",930,"San Francisco, CA",UC Hastings,44.0,45.0,50.0,37.5,59.0,59.0,50.0,56.0,56.0,60.0,59.0,39.5,39.0,44.0,33.5,36.5,41.0,37.0,38.5,39.5,46.0,39.5,39.5,,,20.0,19.0,23.5,20.0,45.0,45.0,,41.0,30.0,3,0,0,1,-1,0,128.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,46.0,1.0,0.0,1.0,0.0,5030,poli sci $ law $ society,3.62,,,162.0,3.67,162.0,0.0,california,,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42306,42306,549grove,Accepted  ,,,2006-11-20,,2006-10-03,,3.91,174.0,about 10 years,2006,University of Michigan Ann Arbor,University of Michigan Ann Arbor,8.0,"$55,012per year (in-state, full-time); $58,012per year (out-of-state, full-time)",929,"Ann Arbor, MI",U Michigan,7.5,10.0,9.5,10.5,86.0,86.0,83.0,82.0,79.0,81.0,84.0,10.0,9.0,9.0,7.0,7.5,8.5,7.5,7.5,8.5,9.0,8.5,10.0,3.0,7.0,6.0,6.0,7.0,8.0,9.0,7.0,7.0,9.5,8.5,3,0,0,0,-1,0,32.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,9.0,1.0,0.0,1.0,0.0,52564,finance,,,,174.0,3.91,174.0,1.0,,,,,,,,neutral,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Male,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42307,42307,549grove,Accepted  ,,,2006-12-05,,2006-10-01,,3.91,174.0,about 10 years,2006,New York University,New York University,6.0,"$61,622per year (full-time)","1,369","New York, NY",New York U,6.0,6.0,6.0,6.0,89.0,92.0,89.0,88.0,85.0,87.0,87.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,5.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3,0,0,0,-1,0,30.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,4.5,1.0,0.0,0.0,0.0,52564,finance,,,,174.0,3.91,174.0,1.0,,,,,,,,neutral,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Male,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42308,42308,549grove,Accepted  A,,,2006-11-21,,2006-10-01,,3.91,174.0,about 10 years,2006,Harvard University,Harvard University,3.0,"$60,638per year (full-time)","1,771","Cambridge, MA",Harvard U,2.0,3.0,2.5,2.0,96.0,96.0,95.0,96.0,91.0,95.0,97.0,2.5,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.5,2.5,1.5,5.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.5,2.5,3,0,0,1,-1,0,30.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,3.0,0.0,0.0,1.0,0.0,52564,finance,,,,174.0,3.91,174.0,1.0,,,,,,,,neutral,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,Male,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0
42315,42315,6motummyache,Accepted  W,,2007-02-01,2007-02-08,,2007-02-01,75000.0,3.36,179.0,over 10 years,2006,Northwestern University (Pritzker),Northwestern University F,10.0,"$59,850per year (full-time)",661,"Chicago, IL",Northwestern U,12.0,12.0,12.0,12.0,82.0,83.0,79.0,79.0,79.0,80.0,82.0,10.0,11.0,11.5,12.5,13.0,11.0,12.5,10.5,10.0,12.0,12.0,10.0,16.0,11.0,14.0,13.0,13.0,12.0,11.5,14.0,13.0,13.0,12.5,3,0,0,-1,1,0,153.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1,3,0.0,12.0,1.0,0.0,0.0,0.0,3706,bs math$ cs concentration,3.45,,,179.0,3.36,179.0,0.0,arizona,Native American or alaskan,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,Female,2.0,1.0,,,,,,0.0,11.0,0.0,,,,,0.0,1.0,0.0,0.0,1.0
42317,42317,6motummyache,Accepted  ,,2007-01-19,2007-02-21,,2007-01-19,,3.36,179.0,over 10 years,2006,University of California Berkeley,University of California Berkeley,12.0,"$48,703per year (in-state, full-time); $52,654per year (out-of-state, full-time)",925,"Berkeley, CA",U C Berkeley,9.5,8.0,9.5,9.0,85.0,87.0,83.0,83.0,81.0,84.0,85.0,6.0,6.5,7.5,8.5,9.0,8.5,10.5,13.0,12.0,9.0,8.5,6.0,7.0,13.0,12.0,12.0,12.0,10.0,9.0,12.5,8.0,7.0,10.5,3,0,0,-1,-1,0,140.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,3,0.0,9.0,0.0,0.0,0.0,0.0,3706,bs math$ cs concentration,3.45,,,179.0,3.36,179.0,0.0,arizona,Native American or alaskan,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,Female,2.0,1.0,,,,,,0.0,6.5,0.0,,,,,0.0,1.0,0.0,0.0,1.0
42319,42319,718281828459045,Rejected  ,2007-01-30,2007-02-15,2007-03-21,,2007-01-30,,3.87,160.0,about 10 years,2006,University of Illinois Urbana Champaign,University of Illinois Urbana-Champaign,44.0,"$41,332per year (in-state, full-time); $49,082per year (out-of-state, full-time)",435,"Champaign, IL",U Illinois,24.5,36.0,47.0,40.5,67.0,64.0,52.0,55.0,60.0,65.0,68.0,28.0,24.0,21.0,24.0,24.5,27.5,25.5,27.5,26.0,29.0,26.0,28.0,17.5,24.5,,,,28.0,20.0,19.0,19.0,20.5,23.5,1,0,0,0,-1,0,151.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,29.0,1.0,0.0,0.0,0.0,28857,,,161.0,,160.0,3.87,161.0,1.0,illinois,asian and pacific islander,,,,,,neutral,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42320,42320,718281828459045,Waitlisted  ,2007-01-25,2007-02-19,2007-04-27,,2007-01-25,,3.87,160.0,about 10 years,2006,University of Wisconsin Madison,University of Wisconsin Madison,30.0,"$21,450per year (in-state, full-time); $40,147per year (out-of-state, full-time)",481,"Madison, WI",U Wisconsin,36.5,36.0,34.0,33.0,62.0,64.0,58.0,57.0,57.0,61.0,63.0,36.5,36.5,30.5,36.0,36.5,27.5,33.0,31.5,33.0,32.5,32.0,36.5,20.0,,21.0,,22.0,37.0,23.0,43.0,38.0,37.5,30.0,2,0,1,0,-1,0,146.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,32.5,0.0,0.0,0.0,0.0,28857,,,161.0,,160.0,3.87,161.0,1.0,illinois,asian and pacific islander,,,,,,neutral,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,36.5,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42321,42321,718281828459045,Waitlisted  W,2007-01-23,2007-02-14,2007-04-10,,2007-01-23,,3.87,160.0,about 10 years,2006,Washington University in St. Louis,Washington University in St Louis,18.0,"$53,506per year (full-time)",701,"St. Louis, MO",Washington U St Louis,18.5,23.0,19.5,18.0,73.0,69.0,67.0,69.0,67.0,69.0,70.0,19.0,19.0,19.0,30.0,29.0,27.5,25.5,21.0,24.5,20.0,19.0,19.0,,,,,,48.0,29.0,31.0,37.0,31.0,33.5,2,0,1,0,1,0,144.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,20.0,1.0,0.0,0.0,0.0,28857,,,161.0,,160.0,3.87,161.0,1.0,illinois,asian and pacific islander,,,,,,neutral,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,19.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42322,42322,718281828459045,Accepted  W,2007-01-07,,2007-02-05,,2007-01-07,54000.0,3.87,160.0,about 10 years,2006,DePaul University,DePaul University,120.0,"$46,300per year (full-time)",586,"Chicago, IL",DePaul U,89.0,92.0,110.0,124.5,45.0,44.0,33.0,30.0,41.0,43.0,42.0,91.0,90.0,96.0,,,,,,,83.0,93.5,91.0,,,,,,,,,,,,3,0,0,0,1,0,128.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,83.0,0.0,0.0,0.0,0.0,28857,,,161.0,,160.0,3.87,161.0,1.0,illinois,asian and pacific islander,,,,,,neutral,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,90.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42323,42323,718281828459045,Accepted  W,2007-01-28,2007-02-15,2007-03-02,,2007-01-28,60000.0,3.87,160.0,about 10 years,2006,Illinois Institute of Technology (Chicago Kent),Chicago-Kent College of Law (IIT),92.0,"$46,822per year (full-time)",607.0,"Chicago, IL",Illinois Institute of Technology,63.5,63.0,72.0,75.0,50.0,51.0,43.0,42.0,46.0,45.0,45.0,66.5,80.5,82.5,,,,73.0,64.5,66.5,62.0,62.5,66.5,,,,,,,,,,,,3,0,0,0,1,0,149.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,62.0,1.0,0.0,1.0,0.0,28857,,,161.0,,160.0,3.87,161.0,1.0,illinois,asian and pacific islander,,,,,,neutral,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,80.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42324,42324,718281828459045,Accepted  A,2007-01-15,,2007-02-01,,2007-01-15,60000.0,3.87,160.0,about 10 years,2006,St. Louis University,St. Louis University,88.0,"$40,145per year (full-time)",447,"St. Louis, MO",St Louis University,105.0,103.0,102.0,96.5,42.0,41.0,35.0,37.0,40.0,42.0,-3.0,96.5,95.0,101.0,,,,,85.0,74.5,83.0,87.5,96.5,,,,,,,,,,,,3,0,0,1,-1,0,136.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,83.0,0.0,0.0,0.0,0.0,28857,,,161.0,,160.0,3.87,161.0,1.0,illinois,asian and pacific islander,,,,,,neutral,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,95.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42333,42333,ADMITme,Pending D ,,2006-10-23,2006-12-15,,2006-09-30,,3.53,155.0,over 10 years,2006,Santa Clara University,Santa Clara University F,132.0,"$1,688per credit (full-time)",537,"Santa Clara, CA",Santa Clara U,89.0,92.0,96.5,109.5,45.0,44.0,37.0,34.0,43.0,44.0,43.0,79.0,85.5,93.0,,,,93.5,96.0,,89.5,93.5,79.0,,,,,,,,,,,,0,0,0,0,-1,0,29.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,0.0,89.5,1.0,0.0,1.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,85.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42335,42335,ADMITme,Rejected  ,,2006-10-18,2007-01-16,,2006-10-08,,3.53,155.0,over 10 years,2006,Vanderbilt University,Vanderbilt University F,17.0,"$53,150per year (full-time)",572,"Nashville, TN",Vanderbilt U,16.5,16.5,15.5,16.5,76.0,77.0,74.0,72.0,72.0,73.0,75.0,15.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0,17.0,17.5,16.5,15.0,,15.0,17.0,16.0,16.0,15.0,16.0,16.0,17.0,16.0,16.5,1,0,0,0,-1,0,37.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,17.5,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
